"city","pm25","temperature","risk_score","level","avg_pm25","spike","time","diff"
"Chennai","48.5","30.3","43.03999999999999","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","9.7","25.6","14.469999999999999","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","47.8","29.4","42.279999999999994","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","48.5","30.0","42.949999999999996","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","47.8","29.7","42.36999999999999","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","47.8","29.7","42.36999999999999","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","49.1","26.2","42.23","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","10.9","25.5","15.28","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","48.5","30.0","42.949999999999996","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","10.9","25.5","15.28","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","48.5","30.0","42.949999999999996","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","48.1","29.1","42.400000000000006","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","49.1","26.7","42.379999999999995","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","49.1","26.2","42.23","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","47.8","29.4","42.279999999999994","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","49.1","26.2","42.23","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","10.9","25.5","15.28","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","10.9","25.4","15.25","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","10.9","25.5","15.28","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","49.1","26.7","42.379999999999995","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","36.1","25.5","32.92","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","47.8","29.7","42.36999999999999","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","47.8","29.4","42.279999999999994","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","49.1","26.2","42.23","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","10.9","25.5","15.28","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","47.8","29.7","42.36999999999999","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Chennai","49.1","26.2","42.23","LOW","40.84193548387096","NORMAL","1772127564438","1"
"Kolkata","34.9","26.8","32.47","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","64.7","23.2","52.25","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","34.9","26.8","32.47","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","64.7","23.2","52.25","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","34.9","26.6","32.41","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","64.7","23.2","52.25","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","78.7","23.4","62.11","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","34.9","26.6","32.41","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","64.7","23.2","52.25","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","36.1","26.5","33.22","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","34.9","26.6","32.41","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","43.5","23.7","37.56","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","43.5","24.1","37.68","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","43.5","23.7","37.56","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","64.7","23.2","52.25","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","34.9","26.6","32.41","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","34.9","26.8","32.47","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","34.9","26.8","32.47","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","43.5","24.1","37.68","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","34.9","26.8","32.47","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","42.3","27.2","37.769999999999996","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","64.7","23.1","52.22","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","34.9","26.6","32.41","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","34.9","26.8","32.47","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","43.5","23.7","37.56","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","43.5","23.7","37.56","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","43.5","23.7","37.56","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","43.5","23.7","37.56","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","34.9","26.8","32.47","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","34.9","26.8","32.47","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","43.5","23.7","37.56","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","64.7","23.2","52.25","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","43.5","23.7","37.56","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","34.9","26.6","32.41","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","43.5","24.1","37.68","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","34.9","26.6","32.41","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","34.9","26.8","32.47","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","34.9","26.6","32.41","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","34.9","26.8","32.47","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","34.9","26.6","32.41","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","34.9","26.8","32.47","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","36.1","26.5","33.22","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","64.7","23.1","52.22","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","34.9","26.8","32.47","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","64.7","23.2","52.25","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","34.9","26.8","32.47","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","64.7","23.1","52.22","LOW","43.96779661016949","NORMAL","1772127567438","-1"
"Kolkata","64.7","23.1","52.22","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","64.7","23.2","52.25","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","34.9","26.8","32.47","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","123.4","22.3","93.07","MODERATE","45.291666666666664","SPIKE","1772127567438","1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","34.9","26.8","32.47","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","36.1","26.5","33.22","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","64.7","23.1","52.22","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","34.9","26.6","32.41","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","34.9","26.8","32.47","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","34.9","26.8","32.47","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","34.9","26.8","32.47","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","34.9","26.6","32.41","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","34.9","26.6","32.41","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","34.9","26.6","32.41","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","43.5","24.1","37.68","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","64.7","23.2","52.25","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","43.5","23.7","37.56","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","34.9","26.8","32.47","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","43.5","23.7","37.56","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","43.5","23.7","37.56","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","34.9","26.8","32.47","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","43.5","23.7","37.56","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","43.5","23.7","37.56","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","43.5","23.7","37.56","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","34.9","26.6","32.41","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","34.9","26.8","32.47","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","42.3","27.2","37.769999999999996","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","64.7","23.1","52.22","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","34.9","26.8","32.47","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","43.5","24.1","37.68","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","34.9","26.8","32.47","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","34.9","26.8","32.47","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","64.7","23.2","52.25","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","34.9","26.6","32.41","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","43.5","24.1","37.68","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","43.5","23.7","37.56","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","34.9","26.6","32.41","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","43.5","23.7","37.56","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","64.7","23.2","52.25","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","36.1","26.5","33.22","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","34.9","26.6","32.41","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","64.7","23.2","52.25","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","78.7","23.4","62.11","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","34.9","26.6","32.41","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","42.3","27.0","37.709999999999994","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","34.9","26.8","32.47","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","64.7","23.2","52.25","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","34.9","26.8","32.47","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Kolkata","64.7","23.2","52.25","LOW","45.291666666666664","NORMAL","1772127567438","1"
"Delhi","31.7","24.8","29.629999999999995","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","28.6","27.3","28.21","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","29.8","27.2","29.02","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","29.8","27.2","29.02","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","28.6","27.3","28.21","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","30.7","30.0","30.49","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","30.7","30.0","30.49","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","108.7","19.7","82.0","MODERATE","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","31.7","24.1","29.419999999999998","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","29.8","27.2","29.02","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","31.7","24.8","29.629999999999995","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","108.7","19.7","82.0","MODERATE","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","31.7","24.8","29.629999999999995","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","28.9","27.0","28.33","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","108.7","19.7","82.0","MODERATE","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","108.7","19.7","82.0","MODERATE","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","108.7","19.5","81.94","MODERATE","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","31.7","24.1","29.419999999999998","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","29.8","27.2","29.02","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","29.8","27.2","29.02","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","30.7","30.0","30.49","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","110.0","32.0","86.6","MODERATE","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","29.8","27.2","29.02","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","29.8","27.2","29.02","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","28.9","27.0","28.33","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","108.7","19.7","82.0","MODERATE","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","30.7","30.0","30.49","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","30.7","27.4","29.709999999999997","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","100.0","30.0","79.0","MODERATE","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","28.6","27.3","28.21","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","29.8","27.2","29.02","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","29.8","27.1","28.990000000000002","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","800.0","50.0","575.0","SEVERE","65.56741573033707","SPIKE","1772127628938","-1"
"Delhi","29.8","27.1","28.990000000000002","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","108.7","19.7","82.0","MODERATE","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","28.6","27.3","28.21","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","30.7","30.0","30.49","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","29.8","27.1","28.990000000000002","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","28.6","27.3","28.21","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","28.6","27.4","28.24","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","108.7","19.5","81.94","MODERATE","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","29.8","27.2","29.02","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","29.8","27.1","28.990000000000002","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","28.6","27.4","28.24","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","29.8","27.1","28.990000000000002","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","30.7","27.4","29.709999999999997","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","28.6","27.4","28.24","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","108.7","19.7","82.0","MODERATE","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","28.6","27.3","28.21","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","29.8","27.1","28.990000000000002","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","28.6","27.3","28.21","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","81.0","19.5","62.55","MODERATE","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","28.6","27.3","28.21","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","28.6","27.4","28.24","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","30.7","30.0","30.49","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","28.6","27.4","28.24","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","400.0","35.0","290.5","SEVERE","65.56741573033707","SPIKE","1772127628938","-1"
"Delhi","30.7","30.0","30.49","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","29.8","27.1","28.990000000000002","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","108.7","19.7","82.0","MODERATE","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","28.6","27.4","28.24","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","29.8","27.2","29.02","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","30.7","30.0","30.49","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","29.8","27.2","29.02","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","30.7","27.4","29.709999999999997","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","28.6","27.3","28.21","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","28.6","27.3","28.21","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","30.7","30.0","30.49","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","28.9","27.0","28.33","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","29.8","27.2","29.02","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","28.6","27.3","28.21","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","30.7","30.0","30.49","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","102.7","19.8","77.83","MODERATE","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","31.7","24.1","29.419999999999998","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","700.0","48.0","504.3999999999999","SEVERE","65.56741573033707","SPIKE","1772127628938","-1"
"Delhi","30.7","30.0","30.49","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","31.7","24.1","29.419999999999998","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","29.8","27.1","28.990000000000002","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","29.8","27.1","28.990000000000002","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","31.7","24.1","29.419999999999998","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","105.0","31.0","82.8","MODERATE","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","31.7","24.1","29.419999999999998","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","29.8","27.2","29.02","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","31.7","24.1","29.419999999999998","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","180.0","35.0","136.5","HIGH","65.56741573033707","SPIKE","1772127628938","-1"
"Delhi","28.6","27.4","28.24","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","28.6","27.4","28.24","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","28.6","27.3","28.21","LOW","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","108.7","19.7","82.0","MODERATE","65.56741573033707","NORMAL","1772127628938","-1"
"Delhi","108.7","19.7","82.0","MODERATE","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","28.6","27.4","28.24","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","28.6","27.3","28.21","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","180.0","35.0","136.5","HIGH","65.7388888888889","SPIKE","1772127628938","1"
"Delhi","28.6","27.4","28.24","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","29.8","27.2","29.02","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","31.7","24.1","29.419999999999998","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","105.0","31.0","82.8","MODERATE","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","31.7","24.1","29.419999999999998","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","29.8","27.1","28.990000000000002","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","31.7","24.1","29.419999999999998","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","31.7","24.1","29.419999999999998","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","29.8","27.1","28.990000000000002","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","700.0","48.0","504.3999999999999","SEVERE","65.7388888888889","SPIKE","1772127628938","1"
"Delhi","30.7","30.0","30.49","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","102.7","19.8","77.83","MODERATE","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","31.7","24.1","29.419999999999998","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","28.6","27.3","28.21","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","30.7","30.0","30.49","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","28.9","27.0","28.33","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","29.8","27.2","29.02","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","28.6","27.3","28.21","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","30.7","30.0","30.49","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","30.7","27.4","29.709999999999997","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","28.6","27.3","28.21","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","30.7","30.0","30.49","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","29.8","27.2","29.02","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","28.6","27.4","28.24","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","29.8","27.2","29.02","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","29.8","27.1","28.990000000000002","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","108.7","19.7","82.0","MODERATE","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","400.0","35.0","290.5","SEVERE","65.7388888888889","SPIKE","1772127628938","1"
"Delhi","30.7","30.0","30.49","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","30.7","30.0","30.49","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","28.6","27.4","28.24","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","28.6","27.3","28.21","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","28.6","27.4","28.24","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","28.6","27.3","28.21","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","81.0","19.5","62.55","MODERATE","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","28.6","27.3","28.21","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","29.8","27.1","28.990000000000002","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","28.6","27.4","28.24","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","108.7","19.7","82.0","MODERATE","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","29.8","27.1","28.990000000000002","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","30.7","27.4","29.709999999999997","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","29.8","27.1","28.990000000000002","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","28.6","27.4","28.24","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","108.7","19.5","81.94","MODERATE","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","29.8","27.2","29.02","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","28.6","27.3","28.21","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","28.6","27.4","28.24","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","30.7","30.0","30.49","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","29.8","27.1","28.990000000000002","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","108.7","19.7","82.0","MODERATE","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","28.6","27.3","28.21","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","800.0","50.0","575.0","SEVERE","65.7388888888889","SPIKE","1772127628938","1"
"Delhi","29.8","27.1","28.990000000000002","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","29.8","27.2","29.02","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","29.8","27.1","28.990000000000002","LOW","65.7388888888889","NORMAL","1772127628938","1"
"Delhi","100.0","30.0","79.0","MODERATE","65.7388888888889","NORMAL","1772127628938","1"
